FOS10_ROS10 Corrected,FOS10_ROS11 Corrected,FOS10_ROS12 Corrected,FOS10_ROS13 Corrected,FOS10_ROS1 Corrected,FOS10_ROS2 Corrected,FOS10_ROS3 Corrected,FOS10_ROS4 Corrected,FOS10_ROS5 Corrected,FOS10_ROS6 Corrected,FOS10_ROS7 Corrected,FOS10_ROS8 Corrected,FOS10_ROS9 Corrected,FOS1_ROS10 Corrected,FOS1_ROS11 Corrected,FOS1_ROS12 Corrected,FOS1_ROS13 Corrected,FOS1_ROS1 Corrected,FOS1_ROS2 Corrected,FOS1_ROS3 Corrected,FOS1_ROS4 Corrected,FOS1_ROS5 Corrected,FOS1_ROS6 Corrected,FOS1_ROS7 Corrected,FOS1_ROS8 Corrected,FOS1_ROS9 Corrected,FOS2_ROS10 Corrected,FOS2_ROS11 Corrected,FOS2_ROS12 Corrected,FOS2_ROS13 Corrected,FOS2_ROS1 Corrected,FOS2_ROS2 Corrected,FOS2_ROS3 Corrected,FOS2_ROS4 Corrected,FOS2_ROS5 Corrected,FOS2_ROS6 Corrected,FOS2_ROS7 Corrected,FOS2_ROS8 Corrected,FOS2_ROS9 Corrected,FOS3_ROS10 Corrected,FOS3_ROS11 Corrected,FOS3_ROS12 Corrected,FOS3_ROS13 Corrected,FOS3_ROS1 Corrected,FOS3_ROS2 Corrected,FOS3_ROS3 Corrected,FOS3_ROS4 Corrected,FOS3_ROS5 Corrected,FOS3_ROS6 Corrected,FOS3_ROS7 Corrected,FOS3_ROS8 Corrected,FOS3_ROS9 Corrected,FOS4_ROS10 Corrected,FOS4_ROS11 Corrected,FOS4_ROS12 Corrected,FOS4_ROS13 Corrected,FOS4_ROS1 Corrected,FOS4_ROS2 Corrected,FOS4_ROS3 Corrected,FOS4_ROS4 Corrected,FOS4_ROS5 Corrected,FOS4_ROS6 Corrected,FOS4_ROS7 Corrected,FOS4_ROS8 Corrected,FOS4_ROS9 Corrected,FOS5_ROS10 Corrected,FOS5_ROS11 Corrected,FOS5_ROS12 Corrected,FOS5_ROS13 Corrected,FOS5_ROS1 Corrected,FOS5_ROS2 Corrected,FOS5_ROS3 Corrected,FOS5_ROS4 Corrected,FOS5_ROS5 Corrected,FOS5_ROS6 Corrected,FOS5_ROS7 Corrected,FOS5_ROS8 Corrected,FOS5_ROS9 Corrected,FOS6_ROS10 Corrected,FOS6_ROS11 Corrected,FOS6_ROS12 Corrected,FOS6_ROS13 Corrected,FOS6_ROS1 Corrected,FOS6_ROS2 Corrected,FOS6_ROS3 Corrected,FOS6_ROS4 Corrected,FOS6_ROS5 Corrected,FOS6_ROS6 Corrected,FOS6_ROS7 Corrected,FOS6_ROS8 Corrected,FOS6_ROS9 Corrected,FOS7_ROS10 Corrected,FOS7_ROS11 Corrected,FOS7_ROS12 Corrected,FOS7_ROS13 Corrected,FOS7_ROS1 Corrected,FOS7_ROS2 Corrected,FOS7_ROS3 Corrected,FOS7_ROS4 Corrected,FOS7_ROS5 Corrected,FOS7_ROS6 Corrected,FOS7_ROS7 Corrected,FOS7_ROS8 Corrected,FOS7_ROS9 Corrected,FOS8_ROS10 Corrected,FOS8_ROS11 Corrected,FOS8_ROS12 Corrected,FOS8_ROS13 Corrected,FOS8_ROS1 Corrected,FOS8_ROS2 Corrected,FOS8_ROS3 Corrected,FOS8_ROS4 Corrected,FOS8_ROS5 Corrected,FOS8_ROS6 Corrected,FOS8_ROS7 Corrected,FOS8_ROS8 Corrected,FOS8_ROS9 Corrected,FOS9_ROS10 Corrected,FOS9_ROS11 Corrected,FOS9_ROS12 Corrected,FOS9_ROS13 Corrected,FOS9_ROS1 Corrected,FOS9_ROS2 Corrected,FOS9_ROS3 Corrected,FOS9_ROS4 Corrected,FOS9_ROS5 Corrected,FOS9_ROS6 Corrected,FOS9_ROS7 Corrected,FOS9_ROS8 Corrected,FOS9_ROS9 Corrected
0,418,1,0,21,0,0,0,0,35,45,5,0,1,158,0,0,0,0,0,0,0,211,0,0,0,101,0,0,0,0,1,274,0,1,0,0,0,0,5,0,1,43,216,93,11,1,0,0,0,106,0,0,129,7,10,9,0,0,0,0,246,15,2,1,139,10,0,19,0,0,85,7,0,8,1,0,553,0,19,4,443,0,157,66,0,0,0,0,101,0,0,1,0,0,23,0,0,0,0,8,9,0,0,84,68,34,0,0,0,204,40,0,24,0,33,102,0,1,0,253,192,202,1,51,1,0,623,532,15
1,1806,32,0,417,86,0,0,0,72,499,75,0,0,1355,1,0,0,0,0,0,1,741,16,0,0,842,2,0,0,0,0,1473,4,0,2,0,0,11,191,0,14,573,1539,847,297,61,1,29,8,1287,0,45,1329,535,252,313,178,36,16,1,360,314,207,124,1506,506,303,36,72,25,1027,187,1,338,10,31,3487,0,245,64,4458,119,1587,569,165,0,144,13,985,0,0,16,6,0,3004,0,0,0,0,117,1997,742,96,591,210,11,15,85,2,882,654,0,113,153,0,749,287,4,0,669,1017,744,225,74,1,34,2325,1523,741
1,1326,0,0,16,0,0,0,0,40,15,7,0,0,373,0,0,0,0,0,0,0,161,0,0,0,176,0,0,0,0,0,462,1,0,0,0,0,1,16,0,1,57,371,158,24,2,1,0,0,147,0,11,150,55,6,7,6,0,0,0,65,9,0,13,222,14,18,8,0,0,133,17,0,0,2,0,748,0,0,0,653,0,329,56,2,0,0,0,118,0,0,4,0,0,128,0,0,0,0,12,36,0,0,202,99,60,0,0,0,308,220,0,77,81,0,259,0,7,0,502,547,577,262,148,0,0,1216,1248,23
5,737,0,0,8,2,0,0,0,57,7,0,0,0,195,0,0,2,0,0,0,0,32,0,0,0,114,1,0,1,0,0,226,0,1,0,1,0,3,25,0,6,208,502,256,113,25,0,10,12,475,0,0,360,160,105,67,27,7,11,0,269,184,122,19,370,216,69,6,56,0,285,58,1,66,10,15,1137,0,28,0,699,7,539,268,43,2,19,6,294,0,0,6,1,0,249,0,0,0,0,11,109,4,0,312,116,116,130,0,0,565,607,0,276,137,143,366,0,4,0,411,467,339,478,56,0,22,816,1127,8
0,430,0,0,1,1,0,0,0,31,8,0,0,0,125,0,0,0,0,0,0,0,85,0,0,0,33,0,0,0,0,0,98,0,0,0,0,1,1,29,0,0,154,399,261,65,27,1,4,2,317,0,0,148,41,21,73,35,3,4,0,100,63,31,24,293,54,7,0,16,4,181,14,0,3,1,0,805,0,16,0,424,0,374,41,12,0,0,0,223,0,0,0,1,1,75,0,0,0,0,13,87,0,0,120,86,83,0,0,0,270,239,2,75,80,37,192,0,1,0,166,366,109,59,51,0,0,621,521,14
0,8905,0,0,478,48,0,0,0,463,617,40,0,0,1440,0,0,0,0,0,0,1,973,0,0,0,1404,2,0,0,0,0,2616,0,0,0,0,0,13,3833,0,1608,6684,10055,10289,5342,2727,13,933,2097,14742,0,1912,10150,5247,3925,6041,5195,2746,1353,18,4004,4029,3282,3311,10301,3875,2054,420,2100,1445,8468,2079,11,2712,382,1267,20430,0,701,144,6911,175,12659,3738,763,4,803,55,7203,0,0,37,5,0,1351,0,0,0,1,139,730,3,0,9191,4285,4264,3042,0,0,10661,8509,36,3304,5125,2820,9675,259,13,0,3888,12708,12001,7821,5451,13,1399,10019,9814,952
4,6296,0,0,125,0,0,0,0,296,277,3,0,0,1623,0,0,0,0,0,0,3,1021,0,0,0,1118,0,4,0,0,0,2457,0,0,5,4,0,0,3029,0,1391,4727,6724,6749,4051,2018,1,642,1709,10473,0,1830,7888,4219,2733,4434,4273,2496,1259,8,2245,3358,2412,2635,8081,2828,1525,264,1695,919,6120,1381,13,1630,293,996,14091,0,401,49,7289,157,9132,3111,598,4,210,56,5674,0,0,35,5,0,2300,0,0,0,0,159,1540,81,0,2944,1150,984,349,0,0,4332,2742,7,716,927,318,4543,78,0,0,2478,6140,3529,1505,1041,1,217,6172,6949,406
0,11541,0,0,161,0,0,0,0,355,368,0,0,0,1829,0,0,0,0,0,0,4,1471,0,0,0,1660,4,0,0,0,0,2563,0,0,0,0,0,6,3594,0,1651,4994,7456,7953,4851,2509,9,952,2179,11099,0,1776,8353,4503,2895,5110,4368,2287,1262,14,2968,4036,2996,3135,8219,2664,1126,200,1729,872,6425,1346,10,1957,246,732,15609,0,376,101,8539,215,10548,3242,519,4,451,0,6047,0,0,34,3,0,2115,0,0,0,1,187,1238,66,0,3640,1517,702,521,0,0,5943,3384,8,1010,931,588,5122,73,36,0,2873,5938,4128,1738,968,2,241,7588,7031,452
0,5929,0,0,136,0,0,0,0,391,342,0,0,0,1732,0,0,0,0,0,0,2,1209,0,0,0,1055,0,2,0,0,0,2687,0,0,0,0,0,2,4427,0,2357,5228,6722,7529,4857,2585,7,917,2599,11929,0,2035,7761,4492,3433,5093,5143,3639,1783,10,2973,4378,3736,3677,9107,2976,1693,222,2424,1610,6432,1605,16,2149,286,1397,14483,0,463,109,8147,109,11189,2967,656,6,253,32,6071,0,0,29,2,0,1771,0,0,0,1,179,1260,40,0,3636,1795,1129,608,0,0,6574,4003,11,1142,1770,727,5273,73,3,0,2946,7004,5667,2745,1678,2,377,6977,7241,450
0,10634,0,0,89,0,0,0,2,362,475,6,0,0,2227,0,0,0,0,0,0,4,1442,0,0,0,1774,0,4,0,0,0,3186,0,1,0,0,0,8,4105,0,1970,5879,8262,8780,5709,2846,5,1076,2766,14539,0,2170,9078,4738,3519,5789,5391,2960,1574,13,3301,4157,3296,3278,9735,3573,1995,293,1933,1186,7061,1495,11,2232,286,1207,16590,0,507,52,10010,265,11394,3635,734,9,366,42,6563,0,0,31,7,0,2748,0,0,0,1,256,1629,81,0,3781,1482,872,628,0,0,6423,3956,10,950,593,419,6342,82,8,0,3227,7886,5712,2654,1201,2,359,7349,6952,453
8,11517,0,0,178,0,0,0,1,398,317,15,0,0,1650,0,0,0,0,0,0,9,1407,0,0,0,1722,0,0,0,0,0,2686,1,1,0,0,0,6,3920,0,1695,5625,7866,8695,5188,2757,9,952,2258,12870,0,1684,8471,4691,3348,5263,4903,2491,1398,15,3764,3979,2651,2822,8337,3079,1679,423,1762,1011,6692,1634,6,2582,260,949,16727,0,278,91,8691,105,11397,3281,645,4,295,27,6079,0,0,40,0,0,2163,0,0,0,2,207,1452,128,0,3467,1303,1093,505,0,0,6308,4069,7,1553,1003,454,5951,85,25,0,3076,8018,4748,2009,1085,3,400,6928,8686,445
0,13009,0,0,680,19,0,0,7,669,941,63,0,0,2107,0,0,0,0,0,0,6,1580,0,0,0,1555,0,0,0,0,0,3037,0,1,0,0,0,5,5173,0,1933,7962,12610,11881,6801,3306,12,1198,2551,17580,0,2543,12849,7211,4964,7317,6457,3519,1626,21,5151,5625,4184,4882,12991,5033,3095,971,3157,1712,9934,2455,17,3513,437,1328,23763,0,583,248,8858,245,15961,5238,1087,7,596,54,9355,0,0,34,0,0,1809,0,0,0,1,187,938,52,0,11103,6133,5453,3023,0,0,13832,11136,16,4520,5679,3731,12422,397,3,0,5392,15032,15658,9705,6633,20,1559,11905,14121,1404
0,6773,0,0,61,0,0,0,1,367,230,1,0,0,1734,0,0,0,0,0,0,4,977,0,0,0,1098,0,4,0,0,0,1693,0,2,0,0,0,10,3419,0,1561,6297,9040,8819,4792,2104,8,719,1785,12707,0,1884,9968,5277,3843,5449,4691,2249,1105,17,3380,3765,2586,3369,9597,3380,1787,338,1984,1295,7417,1804,13,1770,322,1118,18705,0,400,102,7033,126,11549,3484,772,5,401,108,7015,0,0,12,0,0,1078,0,0,0,0,114,591,0,0,5649,3103,2284,1230,0,0,8048,5417,7,1628,1923,1116,7830,63,0,0,3323,8813,6805,3875,2347,8,476,9453,7352,242
1,620,0,0,56,4,0,0,0,53,94,6,0,0,211,0,0,0,0,0,0,0,250,0,0,0,170,0,0,0,0,0,458,0,0,0,0,0,1,61,0,0,200,454,322,108,26,0,15,0,586,0,20,461,213,143,51,44,13,3,0,190,202,69,101,449,206,180,32,76,19,286,40,0,76,6,16,1042,0,93,10,1804,100,690,301,100,1,29,8,356,0,0,8,3,0,1438,0,0,0,0,31,842,108,6,376,193,263,189,0,0,551,611,1,242,334,172,499,52,0,0,413,672,757,439,351,0,27,668,1087,89
4,7084,0,0,401,19,0,0,1,343,494,31,0,0,919,0,0,0,0,0,0,7,949,0,0,0,854,0,1,0,0,0,1768,0,0,0,0,0,3,2676,0,1112,4412,6745,6808,3888,1872,8,698,1340,9018,0,1310,6804,3689,2423,3857,3080,1694,792,10,2616,2660,2280,2380,6906,2036,1226,326,1397,666,5698,1330,3,1661,188,776,13597,0,309,81,5147,143,8208,2421,384,4,442,26,5059,0,0,18,1,0,774,0,0,0,0,101,498,16,0,4231,2685,1877,1118,0,0,7104,4521,7,1539,1730,1085,5857,99,8,0,3061,7094,7188,3681,2360,15,412,6716,7041,544
0,49181,0,0,3513,1772,0,0,3,2183,14282,2258,0,0,10271,0,0,0,0,0,0,11,4647,0,0,0,7609,0,0,92,0,0,13950,0,12,0,0,6,486,46281,0,34720,42540,30027,62740,37804,26384,96,16702,37899,90937,0,531220,102691,146573,269348,42098,61074,52025,30683,215,46544,122986,219925,626612,120939,236047,528269,410643,379234,555059,80972,50186,721,190303,55732,560555,74387,263,1233032,1848761,118017,1699651,154990,277013,329583,3901,1176697,998829,87514,0,0,0,480,412,264355,0,0,0,3,2386,158054,188655,17262,117743,84839,113555,112531,6768,0,104967,109064,309,57203,116197,105963,79085,13150,0,0,24419,95417,170887,153220,137526,334,57001,22323,57948,20211
0,22720,0,0,2104,183,0,0,2,1292,3321,236,0,0,3214,0,0,0,0,0,0,5,1777,0,0,0,2870,0,0,0,0,0,4318,0,1,0,0,0,109,18034,0,11198,21726,20193,32120,18422,11590,45,6483,13033,46932,0,57728,39803,40934,51869,21484,25085,18843,10384,65,17716,30999,40043,76567,45146,43988,64568,29067,51693,50080,31822,14430,161,39998,7772,52734,40286,0,65604,55352,41951,63478,56121,50082,31795,242,58036,28614,33391,0,0,138,50,0,26863,0,0,0,4,763,16354,6057,274,40272,26341,28207,22625,0,0,41793,36983,97,17463,28351,22160,33265,2366,0,0,11074,43959,58442,43407,33277,94,13381,15502,28206,5737
0,1018,0,0,5,1,0,0,0,42,31,0,0,0,237,0,0,0,0,2,0,1,219,0,0,0,125,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,42,299,35,10,4,0,1,2,177,0,0,151,53,24,25,11,2,0,0,64,2,7,0,185,65,5,0,9,0,132,18,2,7,1,0,637,0,0,0,505,0,200,22,0,0,0,0,113,0,0,2,0,0,4,0,0,0,0,8,13,0,1,279,28,19,0,0,0,238,171,0,19,46,0,238,6,4,0,202,370,66,65,35,0,10,764,879,23
0,3587,16,0,748,158,0,0,0,89,1020,124,0,0,1409,74,0,0,0,0,0,3,742,65,0,0,1029,0,0,0,0,0,1709,37,0,2,0,0,70,127,0,6,631,1597,999,306,143,2,44,40,1355,0,166,1560,874,526,289,157,38,9,2,374,612,663,711,1871,1191,730,154,328,153,1264,361,5,643,83,181,3826,0,588,252,6034,277,2414,1503,610,1,236,75,1367,0,0,20,15,4,6413,0,0,0,0,143,3329,1478,349,786,325,208,48,380,27,1160,967,2,284,97,157,1123,493,13,0,682,1453,845,431,159,1,239,2741,1858,1351
0,1921,0,0,171,58,0,0,1,137,355,53,0,0,372,0,0,0,0,0,0,1,541,0,0,0,223,0,0,1,0,0,521,0,0,0,0,0,3,1264,0,554,2443,2583,3706,1561,933,6,359,626,5226,0,4308,3544,3778,3860,1682,1869,1232,513,6,2172,3634,4069,6627,4665,5113,8991,2703,3892,3529,3172,1288,19,2848,452,3208,5539,0,9610,7443,10249,6399,6416,6320,4922,28,7561,4480,3353,0,0,10,58,48,20940,3,0,0,1,210,13696,11585,2873,1567,810,623,332,2915,78,2067,2080,4,641,1582,914,1647,188,0,0,1080,2150,2200,1762,1043,3,305,2545,2441,336
0,625,1,0,63,5,0,0,1,44,27,6,0,0,324,0,0,0,0,0,0,0,207,0,0,0,274,1,0,0,0,0,471,0,0,0,0,0,0,47,0,4,224,389,246,133,37,0,8,10,360,0,50,484,143,89,124,74,15,0,0,189,128,111,101,625,252,170,18,48,58,323,79,0,91,3,57,994,0,126,51,2084,0,588,317,68,0,71,10,319,0,0,12,2,0,1041,0,0,0,1,41,524,113,6,331,343,231,44,0,0,715,478,0,259,460,260,474,43,0,0,514,726,614,431,489,0,72,716,1071,145
3,2215,0,0,49,2,0,0,0,75,106,11,0,0,359,0,0,0,0,0,0,0,272,0,0,0,274,0,0,0,0,0,802,1,0,0,0,0,5,70,0,0,187,446,320,117,41,1,9,9,536,0,75,467,234,187,135,40,1,0,3,347,234,164,205,552,421,293,94,111,22,456,89,2,145,17,93,1295,0,171,48,2048,60,1045,415,69,3,165,21,540,0,0,9,5,0,1118,0,0,0,0,43,888,109,13,748,375,201,93,8,0,1033,820,0,286,332,242,655,49,12,0,583,554,1066,549,445,1,229,941,995,177
2,1358,0,0,49,5,0,0,0,37,40,7,0,0,253,0,0,0,0,0,0,0,277,0,0,0,249,0,0,0,0,0,423,0,0,0,0,0,0,21,0,5,147,372,223,59,14,0,1,0,360,0,3,261,156,106,74,43,24,4,0,159,95,114,21,416,263,127,14,109,39,274,78,0,42,3,23,984,0,102,49,1214,21,631,212,58,2,83,19,332,0,0,3,1,0,823,0,1,0,0,26,755,121,7,298,193,122,98,0,0,543,455,4,334,313,316,452,69,0,0,433,625,465,397,225,2,132,686,1231,96
0,939,0,0,25,0,0,0,1,35,8,0,0,0,119,0,0,0,0,0,0,0,188,0,0,0,100,0,0,1,0,0,270,0,0,0,0,1,0,24,0,2,164,267,179,60,16,0,14,8,342,0,0,247,91,67,59,29,8,3,1,202,117,31,45,318,41,28,0,53,9,181,23,0,53,0,17,928,0,15,0,733,0,454,254,91,0,1,0,248,0,0,8,1,0,196,0,0,1,0,15,54,7,0,112,139,52,28,0,0,463,358,1,145,207,6,338,8,7,0,314,486,549,211,14,0,11,747,660,22
1,734,0,0,24,5,0,1,0,31,22,0,0,0,122,0,0,0,0,0,0,0,72,0,0,0,73,0,0,0,0,0,227,0,0,0,0,0,4,39,0,7,185,359,253,62,19,0,3,3,446,0,7,271,123,90,62,33,8,5,1,138,63,86,113,314,240,123,36,14,0,236,46,0,44,3,0,960,0,25,4,851,12,484,260,64,0,39,31,311,0,0,5,1,0,758,0,0,0,0,16,226,48,0,277,207,157,57,0,0,505,467,3,159,137,235,453,11,1,0,376,478,617,290,188,1,68,720,861,69
1,906,0,0,14,3,0,0,0,20,0,1,0,0,98,0,0,0,0,0,0,3,112,0,0,0,70,2,0,0,0,0,200,0,0,0,0,0,0,40,1,3,155,420,254,57,18,0,1,8,418,0,27,198,74,66,106,37,15,3,0,248,177,53,83,321,113,60,22,0,10,165,17,0,22,2,0,845,0,19,1,601,0,289,162,12,0,0,0,99,0,0,4,1,0,290,0,0,0,0,15,105,6,0,183,138,0,14,0,0,438,470,0,112,148,11,442,0,0,0,376,466,510,257,13,0,15,880,644,21
1,425,0,0,49,4,0,0,0,37,81,9,0,0,221,1,0,0,0,0,1,0,151,9,0,0,151,0,0,0,0,0,370,0,0,0,0,0,0,66,0,9,95,257,141,62,22,1,2,9,243,0,26,306,234,158,52,29,9,1,1,111,141,197,112,329,280,143,47,80,32,174,50,1,57,8,4,653,0,13,15,1205,30,473,195,49,1,54,20,213,0,0,15,0,0,628,0,0,0,0,24,448,56,0,196,180,76,52,0,0,443,476,0,201,137,85,312,41,0,0,190,519,395,273,207,1,11,470,657,112
0,1176,1,0,50,5,0,0,1,40,64,11,0,0,219,0,0,0,0,0,0,1,222,1,0,0,188,0,0,1,0,0,498,0,0,0,0,0,2,31,0,6,198,512,335,121,15,0,3,2,532,0,51,312,166,102,120,56,48,12,0,175,238,123,63,390,131,75,62,2,20,272,90,0,46,2,14,1156,0,99,35,1406,60,598,371,102,0,85,11,346,0,0,5,3,1,1011,0,0,0,0,34,525,97,6,385,194,269,55,6,2,526,559,1,191,205,40,454,16,3,0,419,421,816,357,89,0,73,731,825,112
0,3106,94,0,1186,257,0,0,0,105,1095,226,0,0,922,1683,2,379,0,0,0,1,630,546,0,0,799,1,0,0,0,0,1368,692,0,0,3,0,1161,46,0,9,387,969,512,163,24,0,23,16,915,0,92,892,428,292,151,49,33,2,0,293,375,335,408,1020,572,170,16,50,88,736,192,0,268,28,104,2487,0,139,39,4028,9,1417,517,94,2,6,26,938,0,0,6,10,0,1884,0,0,0,0,98,1166,232,24,738,674,974,701,0,0,1493,1707,4,811,1239,564,976,949,1,0,963,1352,1810,1388,789,1,256,1836,2331,1738
0,3683,0,0,119,2,0,0,2,190,233,18,0,0,600,0,0,0,0,0,0,1,318,0,0,0,438,1,0,0,0,0,886,0,1,1,0,0,4,1646,0,551,2955,3202,4067,2205,1053,0,489,870,6560,0,3436,6142,4570,4987,2335,2454,1588,618,6,2221,3356,3417,4804,6196,5084,6375,2043,3848,3230,4350,1497,14,3154,595,3506,7144,0,4493,2617,7878,2955,7644,4993,2417,19,3712,1435,4395,0,0,40,12,0,3735,0,0,0,0,145,2260,476,40,4599,2217,1779,1080,52,60,4661,3752,9,1164,1861,853,4222,184,0,0,1794,5641,5964,3745,2262,7,538,2038,5853,514
3,1895,0,0,55,3,0,0,0,61,111,10,0,0,518,0,0,0,0,0,0,1,138,0,0,0,339,3,0,0,0,0,634,1,0,0,0,0,0,87,0,14,315,516,340,188,34,0,5,20,616,0,87,484,231,121,133,83,18,0,0,281,328,201,162,649,346,310,85,20,50,437,93,1,130,18,18,1677,0,78,56,2047,53,749,523,197,1,119,21,587,0,0,8,3,0,1275,0,0,0,0,54,1217,196,11,663,335,316,100,0,0,793,798,0,274,455,328,629,58,4,0,547,944,895,573,489,1,127,975,1441,202
0,1752,0,0,98,18,0,0,0,81,114,8,0,0,340,0,0,0,0,0,0,1,297,0,0,0,245,0,0,0,0,0,786,1,0,0,0,1,0,93,0,36,270,598,480,127,43,0,13,22,742,0,77,527,319,164,127,82,39,0,0,380,294,192,148,785,291,119,51,103,29,413,82,0,121,5,14,1621,0,155,31,2397,74,1023,396,161,0,205,45,509,0,0,6,3,0,1527,0,0,0,0,44,984,217,10,459,479,394,238,0,0,895,711,1,299,267,248,742,60,1,1,609,855,930,640,255,2,113,1070,1182,251
0,192,0,0,11,4,0,0,1,23,17,1,0,0,95,0,0,0,0,0,0,1,53,0,0,0,73,0,0,0,0,0,179,0,0,0,0,0,0,25,1,13,90,372,206,68,15,0,20,11,284,0,27,269,64,48,48,22,10,4,0,104,114,25,49,265,96,17,5,22,0,215,53,0,26,4,0,806,0,2,0,467,0,312,74,5,0,0,0,133,0,1,3,0,0,188,0,0,1,0,13,98,3,0,148,120,60,27,0,0,426,302,0,127,111,22,250,10,0,0,318,335,341,112,18,0,4,758,594,43
2,1874,0,0,56,23,0,0,0,50,75,8,0,0,283,0,0,0,0,0,0,1,299,0,0,0,187,0,0,0,0,0,605,2,1,1,0,0,1,34,0,16,204,518,269,101,37,0,3,4,545,0,22,398,165,119,128,64,24,6,1,180,226,85,79,547,350,163,57,35,24,279,71,0,59,5,8,1325,0,100,38,1826,61,629,305,82,2,12,14,352,0,0,7,2,0,1027,0,0,0,0,32,517,155,7,715,299,320,132,0,0,630,537,2,312,203,72,592,82,10,0,375,718,712,250,193,0,78,864,1609,162
2,724,0,0,5,5,0,1,0,33,14,12,1,0,155,0,0,0,0,0,0,1,192,0,0,0,146,0,0,0,0,0,246,0,1,0,0,0,0,54,0,7,201,495,244,113,34,0,3,3,448,0,28,284,195,36,79,78,25,3,1,212,129,38,71,387,167,60,9,78,13,248,26,0,68,9,0,1350,0,7,5,660,0,604,211,40,3,53,0,289,0,0,3,0,0,204,0,0,1,0,18,159,5,0,231,84,108,31,0,0,521,349,1,158,30,140,379,0,1,1,371,668,206,371,240,0,47,1037,1023,51
0,2370,0,0,73,15,0,0,0,59,57,3,0,0,420,0,0,0,0,0,0,2,438,0,0,0,312,0,0,0,0,0,794,0,0,0,0,0,0,82,0,8,298,739,657,163,33,0,4,12,726,0,66,503,340,162,150,114,34,3,2,273,214,116,120,675,328,221,83,32,62,560,139,1,197,10,1,1761,0,84,47,2056,4,1072,473,204,2,271,87,500,0,0,7,5,0,1327,0,0,0,0,67,1375,186,11,851,473,419,307,0,0,893,867,4,330,583,416,660,116,11,0,610,790,1132,1076,411,2,137,1352,1970,158
0,0,1,0,74,13,0,0,0,6,34,38,0,0,129,0,0,0,0,0,0,0,17,0,0,0,36,0,0,0,0,0,104,0,1,0,0,0,0,10,0,0,28,67,21,25,5,0,0,0,50,0,111,37,44,115,12,11,6,5,0,18,60,109,194,74,79,76,25,55,113,46,19,0,58,14,63,75,0,284,206,360,18,61,62,55,0,78,39,113,0,0,4,4,0,803,0,0,0,0,5,411,210,95,15,60,48,21,267,173,84,194,1,44,82,210,89,38,0,0,41,148,135,80,130,0,7,93,102,163
4,1128,0,0,35,11,0,0,0,40,69,2,0,0,150,0,0,0,0,0,0,0,237,0,0,0,236,0,0,0,0,0,449,0,1,0,0,0,1,36,0,0,224,434,236,60,18,0,9,3,465,0,31,294,160,142,125,54,23,2,0,295,165,93,56,415,202,134,86,8,57,216,32,0,38,10,54,894,0,30,18,1233,0,441,286,64,0,79,21,382,0,0,14,3,4,549,0,0,0,1,30,398,65,0,150,203,128,24,7,0,365,401,1,169,279,218,316,16,6,0,229,451,697,292,278,0,37,711,704,73
0,0,0,0,8,0,0,0,0,24,7,0,0,0,268,1,0,0,0,0,0,0,77,0,0,0,82,0,0,0,0,0,285,0,0,0,1,0,0,5,0,0,116,314,134,28,16,1,0,3,219,0,10,237,76,26,42,20,5,0,0,77,84,24,65,259,135,17,2,0,15,281,21,0,4,3,0,683,0,1,1,1388,4,333,44,4,0,16,1,196,0,0,3,3,0,521,0,0,0,0,14,312,42,0,277,82,97,0,0,0,476,269,0,60,51,0,509,2,0,0,91,497,307,113,89,1,1,442,323,3
0,23485,0,0,2244,181,0,0,0,1710,4426,387,0,0,5109,0,0,0,0,0,0,10,3053,0,0,0,4020,0,0,0,0,0,7606,0,3,0,0,0,77,23277,0,13801,28622,25890,41293,22306,14142,45,7822,16094,61324,0,68972,51284,49557,65172,26468,32225,24730,13989,110,23108,40229,50448,96793,57126,56165,85453,37318,63904,65223,39840,18321,198,47827,9358,61050,52768,0,84103,71394,52661,81818,72233,62820,38540,273,73859,37343,41963,0,0,165,50,0,36592,0,0,0,2,1081,21220,7544,287,47349,32382,35336,28404,0,0,53397,45761,142,22252,37251,28974,39486,2978,0,0,14432,54755,72012,59976,44636,111,17368,19676,35226,7274
1,483,0,0,87,10,0,0,0,52,76,6,0,0,275,1,0,0,0,0,0,0,245,0,0,0,205,0,0,0,0,0,567,0,0,0,0,0,0,57,0,3,165,485,407,134,50,0,15,23,640,0,86,383,261,133,77,22,18,8,2,255,237,190,146,485,313,185,64,73,59,304,70,1,81,11,36,1162,0,149,67,1809,36,729,418,139,1,69,6,342,0,0,10,5,0,1360,0,0,0,0,41,784,149,13,411,232,194,100,0,0,528,575,3,194,201,136,485,30,0,0,485,876,980,448,468,0,75,806,1353,95
0,5533,0,0,132,2,0,0,1,302,312,0,0,0,1654,0,0,0,0,0,0,3,1281,0,0,0,1053,2,0,0,0,0,2382,0,0,1,0,0,11,3120,0,1321,4750,6860,7468,4320,2293,8,906,2014,10514,0,1590,6735,4214,3118,4573,4121,2436,1238,14,2631,3349,2717,3527,7655,2656,1526,398,1838,1179,5651,1438,8,1804,247,820,12601,0,172,113,7909,169,9968,3527,564,9,398,61,5271,0,0,28,5,0,2531,0,0,0,1,140,1110,72,0,2740,1245,650,370,0,0,4777,2549,4,710,956,384,4281,28,0,0,2452,5208,4283,1880,771,3,56,6356,6283,404
